time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz
6.47,0.0,0.0,0.0,7.277,2.313,2.32,0.4692,-0.0299,0.8792,9.77,1.77,-150.57,0.0356,0.0701,1.0032,-24.41,-0.46,1.46
6.48,0.0,0.0,0.0,7.111,2.22,2.163,0.4431,-0.0102,0.8994,8.45,0.32,-162.4,0.0284,0.0643,1.0052,-25.56,-1.8,0.15
6.49,0.0,0.0,0.0,6.928,2.121,2.0,0.4256,-0.0142,0.92,8.26,-1.41,-176.35,0.0316,0.0705,0.9976,-29.38,1.39,1.14
6.5,0.0,0.0,0.19,6.73,2.018,1.833,0.4079,-0.0234,0.9072,9.72,-0.44,-188.44,0.0549,0.0608,0.9922,-29.4,1.36,-0.91
6.51,0.0,0.0,0.38,6.517,1.91,1.662,0.3692,0.0023,0.9265,9.16,0.11,-200.23,0.0318,0.0402,1.008,-30.68,-1.37,-0.21
6.52,0.0,0.0,0.569,6.288,1.798,1.487,0.3216,-0.0258,0.943,9.43,1.7,-210.8,0.0385,0.0455,1.0036,-32.55,1.51,1.48
6.53,0.0,0.0,0.757,6.046,1.682,1.308,0.2775,-0.003,0.9495,8.37,-1.11,-218.81,0.0403,0.0374,0.9909,-32.58,0.38,-0.68
6.54,0.0,0.0,0.943,5.79,1.561,1.127,0.2768,-0.0006,0.9853,9.91,0.98,-227.67,0.0249,0.0177,0.9993,-29.82,0.16,-0.15
6.55,0.0,0.071,1.127,5.521,1.438,0.943,0.2124,-0.0156,0.9687,10.9,1.4,-232.13,0.0263,0.0226,0.9854,-32.26,1.61,0.26
6.56,0.0,0.214,1.308,5.239,1.311,0.757,0.1714,0.0068,0.9796,9.17,-0.63,-240.84,0.0228,0.0219,1.006,-31.45,1.34,-0.99
6.57,0.0,0.356,1.487,4.945,1.181,0.569,0.1292,-0.0079,0.9936,11.55,-0.28,-242.44,0.026,0.0167,0.9966,-32.92,0.65,-0.41
6.58,0.0,0.497,1.662,4.64,1.048,0.38,0.0888,-0.0007,0.9842,10.12,-1.04,-247.26,0.0064,-0.0029,0.995,-34.77,0.47,0.11
6.59,0.0,0.638,1.833,4.325,0.913,0.19,0.0421,0.0008,0.9951,9.37,-0.2,-248.75,0.0403,0.0175,0.999,-34.58,0.62,0.05
6.6,0.0,0.776,2.0,4.0,0.776,0.0,-0.0057,-0.0013,1.0032,23.26,-0.04,-24.01,0.0554,-0.001,0.9998,-33.66,-0.4,1.28
6.61,0.381,0.913,2.163,3.666,0.638,0.0,0.0294,0.0141,0.996,33.91,0.66,99.37,0.0364,-0.0056,1.0083,-33.76,-0.06,1.54
6.62,0.76,1.048,2.32,3.323,0.497,0.0,0.0346,0.0199,0.9984,34.79,1.09,0.86,0.0207,-0.0079,1.0052,-34.61,-0.9,-0.86
6.63,1.139,1.181,2.473,2.973,0.356,0.0,0.0295,0.0004,0.9939,33.46,-0.75,-2.71,0.0285,-0.0257,0.9977,-35.26,-0.33,0.11
6.64,1.514,1.311,2.619,2.617,0.214,0.0,0.0278,0.0368,0.984,33.3,-1.97,-0.72,0.0303,-0.0192,1.0067,-30.08,-0.37,0.67
6.65,1.886,1.438,2.76,2.254,0.071,0.0,0.036,0.0129,1.0022,33.36,-0.02,-0.92,0.0247,-0.0332,1.003,-33.01,-0.64,1.52
6.66,2.254,1.561,2.895,1.886,0.0,0.0,0.0323,0.0455,1.0163,32.55,0.29,-1.25,0.0435,-0.0441,0.9945,-32.59,0.14,0.72
6.67,2.617,1.682,3.023,1.514,0.0,0.0,0.0499,0.052,0.9987,29.56,0.25,-0.21,0.043,-0.035,0.9973,-31.44,-0.32,0.29
6.68,2.973,1.798,3.144,1.139,0.0,0.0,0.0084,0.0353,1.0006,29.62,-0.33,0.39,0.0233,-0.0313,0.9968,-30.98,0.5,0.67
6.69,3.323,1.91,3.258,0.76,0.0,0.0,0.0458,0.0474,1.005,30.76,0.12,0.7,0.0422,-0.0442,1.0031,-29.7,-1.62,0.67
6.7,3.666,2.018,3.365,0.381,0.0,0.0,0.0474,0.0455,0.9851,28.68,1.52,0.24,0.0502,-0.0474,0.9941,-27.53,-0.11,-0.93
6.71,4.0,2.121,3.464,0.0,0.0,0.0,0.0142,0.0594,1.0145,27.19,0.38,-0.67,0.0539,-0.0667,0.9936,105.1,0.13,25.04
6.72,4.325,2.22,3.555,0.0,0.0,0.0,0.0315,0.0632,0.9992,25.16,-0.37,0.37,0.0722,-0.0359,1.0185,114.32,-0.31,150.51
6.73,4.64,2.313,3.639,0.0,0.0,0.0,0.0312,0.0785,1.0132,24.16,-0.5,0.12,0.0778,-0.0063,1.0054,-7.73,-0.17,246.94
6.74,4.945,2.402,3.713,0.0,0.0,0.0,0.0208,0.0881,0.9892,21.85,-0.17,0.94,0.1577,-0.002,0.9837,-7.63,-1.59,244.11
6.75,5.239,2.484,3.78,0.0,0.0,0.0,0.0271,0.093,1.0144,22.33,1.64,0.78,0.1677,-0.0083,0.9907,-5.31,0.36,239.33
6.76,5.521,2.562,3.838,0.0,0.0,0.0,0.0238,0.0772,1.0037,20.32,-0.18,0.03,0.2059,-0.0282,0.9782,-5.1,0.65,231.63
6.77,5.79,2.633,3.887,0.0,0.0,0.0,0.0524,0.0842,1.0012,18.37,-0.02,-0.9,0.2543,-0.0375,0.9716,-5.69,0.49,227.14
6.78,6.046,2.698,3.928,0.0,0.0,0.0,0.0443,0.0727,0.9977,17.62,-0.48,-0.65,0.2828,-0.0376,0.9585,-6.59,1.04,219.45
6.79,6.288,2.758,3.959,0.0,0.0,0.0,0.0476,0.0844,0.9926,16.35,1.1,-0.55,0.3283,-0.0446,0.9575,-6.02,0.2,209.54
6.8,6.517,2.811,3.982,0.0,0.0,0.0,0.0421,0.1048,1.0069,16.32,1.96,-0.32,0.3448,-0.0296,0.9368,-4.25,0.48,198.73
6.81,6.73,2.858,3.995,0.0,0.0,0.0,0.0236,0.1136,0.996,10.92,0.45,0.27,0.3871,-0.0132,0.92,-3.39,0.16,187.82
6.82,6.928,2.898,4.0,0.0,0.0,0.0,0.0297,0.0871,0.9748,11.74,0.08,0.72,0.4315,-0.0313,0.9182,-3.55,0.69,177.32
6.83,7.111,2.931,3.995,0.0,0.0,0.0,0.0398,0.0952,0.9831,9.68,0.04,-0.05,0.4449,-0.0274,0.8972,-3.09,-1.58,165.48
6.84,7.277,2.958,3.982,0.0,0.0,0.0,0.0227,0.1022,0.9923,6.02,-2.38,0.02,0.4712,-0.017,0.8836,-2.63,-0.89,151.01
6.85,7.427,2.979,3.959,0.0,0.0,0.0,0.042,0.1063,0.9971,5.08,0.75,0.14,0.4963,-0.0351,0.8736,-1.49,1.59,133.65
6.86,7.56,2.992,3.928,0.0,0.0,0.0,0.0325,0.0961,0.9934,2.47,0.13,-0.52,0.5225,-0.0109,0.8583,-3.26,-2.46,120.52
6.87,7.676,2.999,3.887,0.0,0.0,0.0,0.0312,0.1087,1.0061,1.16,0.43,-0.93,0.511,-0.0115,0.8492,-1.39,-0.14,103.06
6.88,7.774,2.999,3.838,0.0,0.0,0.0,0.042,0.0997,0.9744,0.53,-0.71,-1.76,0.5475,-0.0327,0.8343,-0.33,1.17,86.67
6.89,7.855,2.992,3.78,0.0,0.0,0.0,0.0393,0.104,0.9954,-2.33,-0.38,-0.7,0.5505,-0.0371,0.8252,2.09,-0.09,69.88
6.9,7.919,2.979,3.713,0.0,0.0,0.0,0.0313,0.1089,0.9758,-4.37,-0.41,0.47,0.5638,-0.0241,0.8167,0.65,-0.41,53.78
6.91,7.964,2.958,3.639,0.0,0.0,0.0,0.0465,0.1025,1.0017,-7.23,1.02,-0.7,0.5791,-0.0343,0.8084,2.22,0.13,36.49
6.92,7.991,2.931,3.555,0.0,0.0,0.0,0.0241,0.0967,0.9933,-10.19,-0.38,-0.24,0.5604,-0.0419,0.8109,2.84,-0.35,17.71
6.93,8.0,2.898,3.464,0.0,0.0,0.0,0.0411,0.0983,0.9986,-10.79,2.08,0.47,0.5634,-0.0171,0.817,4.47,0.03,-0.08
6.94,7.991,2.858,3.365,0.0,0.0,0.0,0.0408,0.0965,0.986,-11.22,0.43,0.52,0.5529,-0.0171,0.8207,4.99,-0.68,-17.35
6.95,7.964,2.811,3.258,0.0,0.0,0.0,0.0318,0.0914,1.0077,-15.76,-1.28,-1.08,0.563,-0.027,0.8197,4.21,1.11,-34.97
6.96,7.919,2.758,3.144,0.0,0.0,0.0,0.0382,0.0899,1.0055,-17.04,-0.13,1.0,0.5754,-0.0404,0.8032,4.32,1.42,-51.9
6.97,7.855,2.698,3.023,0.0,0.0,0.0,0.0224,0.1055,1.0012,-17.56,-0.65,1.13,0.5519,-0.0392,0.8485,4.64,-0.13,-71.63
6.98,7.774,2.633,2.895,0.0,0.0,0.0,0.0441,0.0919,0.9944,-20.32,-2.19,-1.13,0.5282,-0.0249,0.8512,5.56,-1.39,-87.24
6.99,7.676,2.562,2.76,0.0,0.0,0.0,0.0331,0.0799,1.0018,-21.71,1.6,-0.82,0.5226,-0.0299,0.8537,5.84,-0.52,-104.79
7.0,7.56,2.484,2.619,0.0,0.0,0.0,0.0297,0.086,0.9892,-22.85,0.7,1.19,0.4959,-0.0272,0.8785,7.28,-0.18,-119.71
7.01,7.427,2.402,2.473,0.0,0.0,0.0,0.0454,0.0717,1.0051,-25.24,0.53,-0.15,0.4803,-0.0123,0.8608,7.58,0.51,-135.22
7.02,7.277,2.313,2.32,0.0,0.0,0.0,0.0279,0.0825,1.0134,-26.21,0.17,-2.22,0.4737,-0.0139,0.9015,8.16,-1.01,-149.68
7.03,7.111,2.22,2.163,0.0,0.0,0.0,0.0208,0.0699,1.0079,-25.81,-1.38,-1.4,0.4337,-0.0061,0.8855,9.21,-0.77,-164.31
7.04,6.928,2.121,2.0,0.0,0.0,0.0,0.0193,0.0604,0.9902,-29.02,-0.48,-0.25,0.4298,-0.0284,0.9104,10.18,0.51,-178.04
7.05,6.73,2.018,1.833,0.0,0.0,0.19,0.041,0.0611,1.0014,-30.41,0.84,-1.16,0.3887,-0.0204,0.9082,8.77,0.94,-190.8
7.06,6.517,1.91,1.662,0.0,0.0,0.38,0.0221,0.0358,0.9851,-30.46,-1.05,-0.41,0.3588,-0.0079,0.9338,10.05,-0.62,-200.02
7.07,6.288,1.798,1.487,0.0,0.0,0.569,0.0524,0.0349,1.004,-30.01,-2.53,0.03,0.3215,-0.0094,0.9497,8.87,-1.33,-210.48
7.08,6.046,1.682,1.308,0.0,0.0,0.757,0.0141,0.0288,1.0031,-31.75,-0.23,1.46,0.2963,0.0031,0.9558,10.65,3.28,-219.82
7.09,5.79,1.561,1.127,0.0,0.0,0.943,0.0519,0.0366,0.9801,-32.73,-0.14,-0.29,0.2589,-0.0064,0.9751,10.74,0.78,-225.8
7.1,5.521,1.438,0.943,0.0,0.071,1.127,0.037,0.0468,0.9873,-32.82,0.14,1.07,0.2152,0.0096,0.9783,10.87,-0.27,-234.8
7.11,5.239,1.311,0.757,0.0,0.214,1.308,0.0339,0.046,0.9963,-35.11,0.73,1.43,0.1769,-0.0017,0.98,10.1,0.87,-238.16
7.12,4.945,1.181,0.569,0.0,0.356,1.487,0.0295,0.0242,0.9962,-33.26,0.64,1.43,0.1274,0.0053,0.9859,9.46,-0.12,-242.36
7.13,4.64,1.048,0.38,0.0,0.497,1.662,0.0389,0.0169,0.9872,-33.65,0.26,0.28,0.0922,-0.0068,1.0043,8.81,0.87,-249.1
7.14,4.325,0.913,0.19,0.0,0.638,1.833,0.0345,-0.012,1.0033,-34.61,1.2,-1.96,0.0402,-0.0017,0.9925,10.22,0.16,-248.96
7.15,4.0,0.776,0.0,0.0,0.776,2.0,0.0459,-0.0054,1.0019,-33.25,-1.52,0.46,0.0,0.0091,1.0092,23.8,0.09,-25.24
7.16,3.666,0.638,0.0,0.381,0.913,2.163,0.036,-0.0139,0.9974,-35.32,0.5,1.05,0.0322,0.0221,1.0116,33.89,-0.11,97.09
7.17,3.323,0.497,0.0,0.76,1.048,2.32,0.0364,-0.0181,0.9918,-32.9,0.63,-0.08,0.0303,0.0192,0.9826,34.82,-1.45,-1.44
7.18,2.973,0.356,0.0,1.139,1.181,2.473,0.0313,-0.0195,1.0097,-33.6,-1.24,1.74,0.028,0.017,1.0106,34.6,1.94,0.77
7.19,2.617,0.214,0.0,1.514,1.311,2.619,0.0343,-0.0284,1.0157,-33.7,-1.5,0.86,0.0396,0.0375,1.0197,33.08,-0.94,2.02
7.2,2.254,0.071,0.0,1.886,1.438,2.76,0.038,-0.0493,0.9941,-32.89,-0.75,0.57,0.048,0.0076,1.0015,34.18,-1.36,0.9
7.21,1.886,0.0,0.0,2.254,1.561,2.895,0.0178,-0.0277,0.9927,-32.37,-0.66,1.09,0.0466,0.021,1.0048,29.35,-0.21,0.32
7.22,1.514,0.0,0.0,2.617,1.682,3.023,0.0214,-0.0515,1.0035,-30.33,0.75,0.33,0.0223,0.0476,1.0089,30.33,-0.96,-0.02
7.23,1.139,0.0,0.0,2.973,1.798,3.144,0.0423,-0.0438,0.9947,-31.82,-0.61,-2.49,0.0478,0.0463,0.9956,29.82,-0.05,1.68
7.24,0.76,0.0,0.0,3.323,1.91,3.258,0.0366,-0.0307,0.9967,-30.59,-0.86,-0.5,0.0317,0.0575,0.9999,29.01,0.69,2.15
7.25,0.381,0.0,0.0,3.666,2.018,3.365,0.0331,-0.0658,1.0052,-27.78,-0.61,1.2,0.0409,0.0572,0.9846,29.15,1.0,-0.59
7.26,0.0,0.0,0.0,4.0,2.121,3.464,0.0351,-0.0868,0.9784,104.63,1.12,24.04,0.0258,0.0672,0.9989,28.0,0.81,-2.0
7.27,0.0,0.0,0.0,4.325,2.22,3.555,0.047,-0.0227,1.012,116.38,0.01,148.83,0.0363,0.0581,1.0022,26.91,-0.31,-2.1
7.28,0.0,0.0,0.0,4.64,2.313,3.639,0.0814,-0.0102,0.9967,-5.87,-0.18,246.1,0.038,0.0765,1.002,25.83,0.05,1.32
7.29,0.0,0.0,0.0,4.945,2.402,3.713,0.1217,-0.0029,0.9872,-7.56,-0.11,245.76,0.0201,0.085,1.0072,22.92,0.41,-0.05
7.3,0.0,0.0,0.0,5.239,2.484,3.78,0.1732,-0.036,0.9841,-6.05,1.29,241.25,0.041,0.0913,0.9885,21.21,-1.76,0.18
7.31,0.0,0.0,0.0,5.521,2.562,3.838,0.2021,-0.0199,0.9766,-7.43,-0.75,233.06,0.0484,0.103,0.9906,21.31,0.57,-1.79
7.32,0.0,0.0,0.0,5.79,2.633,3.887,0.2551,-0.0306,0.9503,-5.05,1.32,227.27,0.0332,0.0888,1.0146,18.7,-1.46,-0.75
7.33,0.0,0.0,0.0,6.046,2.698,3.928,0.2716,-0.028,0.9721,-5.11,0.21,218.46,0.0485,0.0923,0.9939,16.12,2.04,-0.3
7.34,0.0,0.0,0.0,6.288,2.758,3.959,0.3346,-0.0013,0.946,-4.32,-0.16,210.67,0.033,0.0773,0.9971,16.96,-0.4,0.21
7.35,0.0,0.0,0.0,6.517,2.811,3.982,0.3627,-0.0436,0.9378,-4.91,2.5,200.39,0.0434,0.0898,0.9942,15.62,-0.18,-0.4
7.36,0.0,0.0,0.0,6.73,2.858,3.995,0.392,-0.0267,0.9302,-5.39,-1.06,189.51,0.0127,0.0955,0.9864,13.98,-0.77,-1.04
7.37,0.0,0.0,0.0,6.928,2.898,4.0,0.4285,-0.0252,0.8975,-2.67,-0.35,176.89,0.0591,0.1099,1.0107,10.77,-0.63,-0.78
7.38,0.0,0.0,0.0,7.111,2.931,3.995,0.4621,-0.0195,0.8996,-4.68,-1.23,166.45,0.0499,0.095,0.989,9.33,2.27,1.21
7.39,0.0,0.0,0.0,7.277,2.958,3.982,0.4799,-0.0298,0.8797,-2.36,0.95,148.6,0.0321,0.1104,0.9829,8.17,0.94,0.24
7.4,0.0,0.0,0.0,7.427,2.979,3.959,0.4732,-0.028,0.8789,-0.52,1.69,133.28,0.0152,0.1035,0.9895,4.23,-1.55,0.61
7.41,0.0,0.0,0.0,7.56,2.992,3.928,0.498,-0.0352,0.838,-0.69,1.67,119.27,0.0378,0.1024,0.9739,4.04,1.5,-0.9
7.42,0.0,0.0,0.0,7.676,2.999,3.887,0.5213,-0.0287,0.8481,1.65,1.22,102.16,0.0205,0.107,0.9874,1.25,1.19,-2.95
7.43,0.0,0.0,0.0,7.774,2.999,3.838,0.5419,-0.0348,0.8342,1.32,-0.2,85.76,0.0393,0.1006,0.9842,-0.06,-0.28,-0.52
7.44,0.0,0.0,0.0,7.855,2.992,3.78,0.5583,-0.0251,0.837,0.23,-0.37,69.34,0.039,0.0999,1.0001,-2.75,0.31,-0.87
7.45,0.0,0.0,0.0,7.919,2.979,3.713,0.5548,-0.0348,0.8314,1.49,-1.67,52.15,0.0255,0.0864,0.9873,-3.58,-0.01,0.35
7.46,0.0,0.0,0.0,7.964,2.958,3.639,0.5703,-0.027,0.8152,1.99,2.04,34.58,0.0461,0.1,1.003,-6.58,1.97,3.29
7.47,0.0,0.0,0.0,7.991,2.931,3.555,0.5647,-0.0307,0.8125,1.03,0.47,18.33,0.043,0.0963,1.0083,-10.19,-0.8,0.7
7.48,0.0,0.0,0.0,8.0,2.898,3.464,0.5675,-0.0186,0.8177,2.24,-0.49,-0.51,0.0447,0.0943,1.0023,-9.13,0.15,2.74
7.49,0.0,0.0,0.0,7.991,2.858,3.365,0.5582,-0.0298,0.8107,3.17,1.33,-17.99,0.035,0.1016,0.9925,-13.37,-0.43,0.57
7.5,0.0,0.0,0.0,7.964,2.811,3.258,0.5592,-0.0463,0.8308,2.23,-0.97,-34.64,0.0207,0.1017,0.9963,-12.98,-1.43,-0.63
7.51,0.0,0.0,0.0,7.919,2.758,3.144,0.5486,-0.0152,0.8231,4.84,0.41,-53.84,0.0447,0.0948,0.9799,-16.08,2.19,0.35
7.52,0.0,0.0,0.0,7.855,2.698,3.023,0.5434,-0.036,0.8037,5.06,-0.17,-70.61,0.0322,0.0995,0.994,-16.51,-1.18,1.78
7.53,0.0,0.0,0.0,7.774,2.633,2.895,0.5521,-0.0325,0.8366,4.13,0.64,-86.89,0.021,0.0921,0.9871,-18.2,0.22,1.83
7.54,0.0,0.0,0.0,7.676,2.562,2.76,0.518,-0.0308,0.8389,6.68,-0.06,-105.67,0.0484,0.0799,1.0029,-20.49,-1.74,-0.58
7.55,0.0,0.0,0.0,7.56,2.484,2.619,0.5371,-0.01,0.8431,7.45,-1.45,-122.05,0.0559,0.0744,1.022,-21.92,-0.4,0.25
7.56,0.0,0.0,0.0,7.427,2.402,2.473,0.4965,-0.0439,0.8582,7.39,0.08,-134.64,0.0345,0.0782,1.0016,-23.45,0.42,-1.43
7.57,0.0,0.0,0.0,7.277,2.313,2.32,0.4716,0.0101,0.8837,7.25,1.05,-149.14,0.0565,0.0765,0.977,-27.25,-0.82,0.82
7.58,0.0,0.0,0.0,7.111,2.22,2.163,0.4369,-0.0093,0.9084,8.55,-0.03,-161.45,0.0358,0.0802,0.9936,-26.4,0.59,1.55
7.59,0.0,0.0,0.0,6.928,2.121,2.0,0.4256,-0.0162,0.9111,8.99,0.78,-176.4,0.0311,0.0734,0.9987,-28.83,-0.27,0.04
7.6,0.0,0.0,0.19,6.73,2.018,1.833,0.3837,-0.0175,0.9149,8.95,-1.05,-187.88,0.0286,0.0512,0.9987,-28.64,1.16,-0.67
7.61,0.0,0.0,0.38,6.517,1.91,1.662,0.3592,-0.0126,0.9382,8.12,-0.03,-200.08,0.0513,0.0505,0.9908,-30.97,1.36,0.36
7.62,0.0,0.0,0.569,6.288,1.798,1.487,0.3499,-0.0086,0.9413,9.5,-0.62,-209.75,0.0271,0.0529,1.0008,-31.92,-0.59,0.42
7.63,0.0,0.0,0.757,6.046,1.682,1.308,0.2876,-0.0058,0.9504,10.66,0.75,-217.48,0.0423,0.0514,0.9861,-29.95,0.08,0.08
7.64,0.0,0.0,0.943,5.79,1.561,1.127,0.2625,-0.005,0.9564,9.08,0.03,-229.25,0.0293,0.0446,0.9893,-31.19,0.18,0.18
7.65,0.0,0.071,1.127,5.521,1.438,0.943,0.2048,-0.008,0.9597,11.96,0.69,-233.53,0.0303,0.0289,1.0054,-32.87,0.62,-0.17
7.66,0.0,0.214,1.308,5.239,1.311,0.757,0.1709,-0.0091,0.9813,9.48,1.09,-237.44,0.0452,0.0112,0.989,-33.18,0.01,1.0
7.67,0.0,0.356,1.487,4.945,1.181,0.569,0.1472,-0.0069,0.9931,10.16,0.69,-243.7,0.0311,0.0079,1.0046,-34.0,0.19,0.74
7.68,0.0,0.497,1.662,4.64,1.048,0.38,0.0806,-0.0055,0.9953,9.54,0.27,-245.5,0.0309,0.0147,0.9856,-33.46,-0.24,-0.98
7.69,0.0,0.638,1.833,4.325,0.913,0.19,0.0617,0.0095,0.9949,10.48,-1.0,-249.68,0.0462,0.0094,1.017,-34.87,0.12,-1.01
7.7,0.0,0.776,2.0,4.0,0.776,0.0,0.0071,0.0059,0.9905,20.52,-0.0,-24.88,0.0509,-0.011,0.9916,-33.26,1.3,-0.25
7.71,0.381,0.913,2.163,3.666,0.638,0.0,0.0293,-0.0234,1.0055,33.65,-0.53,100.03,0.0413,-0.0055,0.9971,-34.45,0.65,0.74
7.72,0.76,1.048,2.32,3.323,0.497,0.0,0.0412,0.0185,0.9861,32.94,-0.34,-2.22,0.0284,-0.0056,1.0026,-34.45,0.7,0.15
7.73,1.139,1.181,2.473,2.973,0.356,0.0,0.0446,0.0198,1.007,33.89,-0.37,-1.17,0.0298,-0.0294,0.9936,-33.73,0.72,-0.64
7.74,1.514,1.311,2.619,2.617,0.214,0.0,0.0411,0.0235,0.9891,34.36,-0.98,-1.1,0.0357,-0.0127,1.0005,-33.95,-0.15,0.26
7.75,1.886,1.438,2.76,2.254,0.071,0.0,0.0192,0.0256,0.9914,33.51,-1.96,0.82,0.0381,-0.0333,1.0047,-32.54,0.32,-0.33
7.76,2.254,1.561,2.895,1.886,0.0,0.0,0.0276,0.0464,0.9841,29.89,-0.67,0.87,0.025,-0.0226,1.0084,-32.8,-1.09,0.88
7.77,2.617,1.682,3.023,1.514,0.0,0.0,0.0324,0.0502,0.9935,33.59,0.19,0.32,0.0421,-0.0461,1.0065,-31.08,1.27,0.33
7.78,2.973,1.798,3.144,1.139,0.0,0.0,0.0342,0.0385,1.0081,31.03,-1.35,0.82,0.0358,-0.0565,0.9966,-29.52,-2.78,-0.32
7.79,3.323,1.91,3.258,0.76,0.0,0.0,0.0411,0.0555,1.0032,29.05,0.02,-0.16,0.0177,-0.0561,0.9966,-30.55,-0.09,0.23
7.8,3.666,2.018,3.365,0.381,0.0,0.0,0.0367,0.0469,1.0076,28.97,1.9,1.2,0.0256,-0.0575,1.0213,-28.95,1.14,1.32
7.81,4.0,2.121,3.464,0.0,0.0,0.0,0.0215,0.0477,1.0027,27.89,1.02,0.01,0.0299,-0.0654,1.007,105.68,-1.36,24.27
7.82,4.325,2.22,3.555,0.0,0.0,0.0,0.0387,0.06,0.9862,25.85,1.64,0.06,0.0428,-0.022,0.9896,115.04,0.4,149.45
7.83,4.64,2.313,3.639,0.0,0.0,0.0,0.041,0.0794,0.9936,25.43,0.39,-0.27,0.1057,-0.0179,0.997,-7.11,-0.68,247.08
7.84,4.945,2.402,3.713,0.0,0.0,0.0,0.0405,0.0846,0.9888,23.26,1.17,0.68,0.1319,-0.0242,0.988,-6.61,-0.37,244.41
7.85,5.239,2.484,3.78,0.0,0.0,0.0,0.0457,0.0842,1.0096,22.03,-0.72,-0.42,0.1628,-0.0244,0.9836,-5.65,0.95,238.92
7.86,5.521,2.562,3.838,0.0,0.0,0.0,0.0432,0.0901,0.984,20.23,-0.64,0.98,0.2141,-0.042,0.9647,-6.88,0.2,234.05
7.87,5.79,2.633,3.887,0.0,0.0,0.0,0.0395,0.0915,1.0046,17.9,-2.74,-1.13,0.2475,-0.022,0.9635,-6.74,-2.03,228.23
7.88,6.046,2.698,3.928,0.0,0.0,0.0,0.0342,0.0831,1.0043,17.83,1.19,-1.1,0.2918,-0.0278,0.9752,-5.61,-0.98,218.21
7.89,6.288,2.758,3.959,0.0,0.0,0.0,0.0183,0.0968,1.0134,16.57,1.54,0.69,0.3301,-0.0117,0.9514,-5.76,0.98,208.72
7.9,6.517,2.811,3.982,0.0,0.0,0.0,0.0392,0.1031,0.9908,14.74,-0.55,-0.09,0.37,-0.038,0.9084,-3.7,0.45,198.59
7.91,6.73,2.858,3.995,0.0,0.0,0.0,0.037,0.105,1.0018,13.25,-0.25,-0.45,0.3892,-0.0474,0.9328,-4.89,1.75,187.53
7.92,6.928,2.898,4.0,0.0,0.0,0.0,0.0376,0.1113,1.0173,10.91,-0.75,0.89,0.435,-0.0237,0.9186,-0.84,1.68,177.15
7.93,7.111,2.931,3.995,0.0,0.0,0.0,0.0221,0.1082,0.9881,8.18,0.38,-0.61,0.4545,-0.0269,0.8913,-1.32,-0.34,162.1
7.94,7.277,2.958,3.982,0.0,0.0,0.0,0.0241,0.106,0.9788,7.64,1.12,-0.2,0.4627,-0.0409,0.8895,-2.03,2.5,149.33
7.95,7.427,2.979,3.959,0.0,0.0,0.0,0.0454,0.1142,0.9752,3.52,-1.74,1.4,0.5137,-0.0464,0.8618,-0.6,0.02,135.61
7.96,7.56,2.992,3.928,0.0,0.0,0.0,0.0345,0.1039,1.0011,2.03,0.41,1.54,0.5141,-0.0159,0.8546,-2.52,-0.96,120.08
7.97,7.676,2.999,3.887,0.0,0.0,0.0,0.0417,0.0957,0.9751,0.01,-0.28,1.57,0.5192,-0.0173,0.8641,2.23,-0.63,103.34
7.98,7.774,2.999,3.838,0.0,0.0,0.0,0.0352,0.1029,0.9902,0.1,0.11,-0.28,0.5581,-0.0563,0.8375,-0.3,-2.26,87.45
7.99,7.855,2.992,3.78,0.0,0.0,0.0,0.0352,0.0967,0.9983,-1.99,0.46,1.23,0.5739,-0.0359,0.814,0.76,1.61,70.45
8.0,7.919,2.979,3.713,0.0,0.0,0.0,0.0443,0.0967,0.9959,-4.39,-0.19,-0.95,0.5618,-0.0144,0.826,-0.39,1.59,52.85
8.01,7.964,2.958,3.639,0.0,0.0,0.0,0.0297,0.101,0.9984,-5.73,-0.1,-0.91,0.5634,-0.0355,0.8215,2.53,-1.02,35.32
8.02,7.991,2.931,3.555,0.0,0.0,0.0,0.0359,0.0932,0.9965,-9.59,-0.21,-2.35,0.5706,-0.0353,0.8316,1.51,-0.23,20.05
8.03,8.0,2.898,3.464,0.0,0.0,0.0,0.0303,0.0964,1.0072,-10.24,0.97,1.67,0.5807,-0.0327,0.8189,3.28,0.1,0.81
8.04,7.991,2.858,3.365,0.0,0.0,0.0,0.0306,0.0785,0.9851,-12.55,0.42,-0.86,0.5851,-0.0405,0.8155,3.18,-0.96,-15.33
8.05,7.964,2.811,3.258,0.0,0.0,0.0,0.0318,0.0972,0.9881,-13.38,0.22,-0.13,0.5742,-0.0456,0.8328,3.19,-1.76,-36.03
8.06,7.919,2.758,3.144,0.0,0.0,0.0,0.0371,0.0925,0.9874,-16.1,-1.27,-0.91,0.5631,-0.0173,0.828,3.99,-0.21,-53.16
8.07,7.855,2.698,3.023,0.0,0.0,0.0,0.0301,0.0814,1.0037,-18.07,-0.38,0.7,0.5681,-0.0453,0.8253,5.53,-0.32,-71.68
8.08,7.774,2.633,2.895,0.0,0.0,0.0,0.0475,0.0929,1.0047,-18.79,0.9,-0.38,0.5385,-0.0235,0.8519,4.52,-0.39,-88.07
